#{"t_start": 1777453399.439731, "env_id": "None"}
r,l,t
33.861073,410,891.597446
34.294754,369,891.860264
35.77011,317,892.174704
39.403534,346,892.42375
10.104336,337,892.996336
36.645935,330,893.227245
6.8202324,339,893.592126
30.145874,312,893.729429
37.39929,325,894.365571
36.99611,340,894.65848
34.977745,336,895.141916
36.97546,389,895.224524
39.11856,336,895.773724
9.756889,370,896.208334
39.944016,344,896.56868
33.66167,395,896.876582
34.660755,350,897.222327
38.08281,389,897.814187
35.12863,328,897.931837
24.979996,341,898.275979
39.58999,340,898.630896
34.53194,339,899.260553
38.349236,351,899.442785
42.24035,347,899.797296
39.614193,364,900.256861
37.41998,338,900.737987
40.22303,356,900.982942
36.21834,363,901.351195
41.72822,386,901.855154
37.372856,361,902.454841
39.514656,421,902.454875
39.6909,353,902.786057
37.768574,345,903.298653
39.538307,350,903.940795
38.773636,393,904.121159
39.86627,351,904.272051
30.975552,327,904.650252
35.188297,375,905.49176
33.449154,355,905.575339
35.88734,326,905.608162
38.397423,345,906.083005
36.66074,332,906.997098
41.487953,372,907.047638
38.756454,351,907.048956
36.858036,377,907.645403
41.95167,327,908.360351
38.59989,335,908.442963
11.214344,350,908.494248
35.7879,392,909.298994
38.924236,338,909.793917
41.50352,364,909.976753
37.025032,351,909.976784
37.076557,345,910.727412
33.157207,355,911.269776
37.917686,368,911.52136
39.03276,371,911.537498
40.687717,325,912.110164
37.191532,340,912.703038
34.344284,323,912.887052
31.726772,357,913.018174
36.277405,442,913.941089
37.069042,344,914.120549
37.5404,362,914.371928
39.75343,361,914.481386
38.895832,345,915.338887
36.09348,393,915.740717
37.468,387,915.974497
39.095764,371,916.024759
29.988628,336,916.738308
38.80656,354,917.221911
41.39874,369,917.519209
38.029186,383,917.634995
34.065605,332,918.141005
40.9926,358,918.753741
35.96781,345,919.014047
38.219147,358,919.186581
36.299202,344,919.638455
34.798546,342,920.207259
35.678802,349,920.474204
36.82449,406,920.884125
37.995354,365,921.16888
39.64807,346,921.950405
40.705154,361,922.416302
37.879898,350,922.648887
25.265072,600,922.738276
33.5374,363,923.466651
35.792374,349,923.852988
40.22532,340,924.06707
36.032005,356,924.307562
40.00852,340,925.096251
37.056168,343,925.512578
36.709213,388,925.88753
38.75037,364,925.937617
40.096897,348,927.869711
37.87887,375,928.398924
44.571644,389,928.836899
38.815994,355,929.333021
10.748117,600,929.774053
40.149437,361,929.90513
36.859386,361,930.356771
37.675022,344,930.77433
39.96376,382,931.424608
38.316315,353,931.429294
37.1015,354,931.929035
41.417953,352,932.365351
33.268795,363,933.044501
40.496853,370,933.065156
39.341785,343,933.448668
38.589787,381,934.089059
36.986458,390,934.827765
37.768032,393,934.845969
41.92864,336,934.959424
39.740753,363,935.643877
42.047165,325,936.178036
42.006577,330,936.32817
39.776844,360,936.343904
38.37334,373,937.2134
31.527668,391,937.805493
40.424763,365,937.883774
-40.320457,401,938.033659
35.06432,333,938.612996
38.859516,325,939.291574
38.455967,371,939.412871
40.05678,345,939.528548
38.62045,324,940.066804
33.184326,341,940.78551
34.684372,316,940.801777
34.861526,351,941.039663
37.346195,370,941.601562
37.763996,337,942.183697
33.218544,344,942.230232
35.176685,322,942.377178
36.360992,308,942.894131
34.31278,326,943.538024
30.909111,340,943.638532
33.021183,354,943.853561
31.10978,382,944.491576
34.39863,319,944.977535
33.880013,349,944.994038
33.767456,334,945.241837
32.881092,340,945.910035
34.786686,334,946.367048
34.509968,340,946.400702
40.831093,317,946.548558
32.056927,334,947.753935
38.873943,354,947.883935
35.61901,353,948.036906
-8.757305,600,948.405027
37.962017,329,949.129625
39.428337,337,949.294614
35.946316,332,949.427434
39.266914,319,949.74371
38.12738,335,950.534266
24.9095,317,950.615729
36.55843,340,950.886163
35.108135,349,951.221161
30.399021,318,951.945933
29.4002,335,952.108587
33.61398,325,952.294955
37.970795,316,952.612332
32.076633,335,953.435006
39.879883,335,953.609831
6.5086136,332,953.778991
31.819351,330,954.078007
38.2492,340,954.864058
39.942596,322,954.944843
31.35007,320,955.111307
36.396133,318,955.414612
34.484196,325,956.213697
34.16324,334,956.326214
37.87099,357,956.581011
27.886723,357,956.907604
37.332703,361,957.738012
37.065903,359,957.838911
36.27496,362,958.125006
39.161865,366,958.439188
27.358082,358,959.221177
33.63828,339,959.253273
38.191483,344,959.551142
39.49779,357,959.912944
29.313766,340,960.626237
38.90214,348,960.691904
35.363907,349,960.98946
23.463055,325,961.252652
33.206154,336,962.013113
29.286388,370,962.222774
36.930023,333,962.35444
36.972515,330,962.617163
36.567802,371,963.542393
34.422398,337,963.749372
32.457344,350,964.067656
-14.273938,600,964.726136
36.21254,332,964.948421
39.864395,322,965.120153
32.80831,335,965.484717
34.38724,317,966.253659
38.141705,344,966.523464
37.67386,313,966.772089
9.412259,600,967.234216
38.942844,350,967.730208
37.014565,369,968.104962
34.08084,362,968.322997
33.614513,335,968.639696
38.390717,303,969.024883
36.074993,333,969.521715
34.3018,332,969.75528
34.69172,354,971.434674
31.545105,337,971.731727
33.686165,340,972.248806
35.33579,333,972.434153
36.255653,330,972.845205
32.8924,342,973.193869
34.529213,341,973.688948
31.984245,329,973.805104
37.736195,322,974.184623
19.229797,331,974.569504
33.59962,336,975.085237
35.318317,346,975.251568
30.895401,339,975.600463
35.89592,336,975.967491
37.41298,367,976.60421
27.380596,340,976.667497
-19.529861,342,977.02241
34.012604,355,977.461061
39.203197,337,978.034112
27.182838,367,978.197772
39.363953,376,978.617397
39.614197,341,978.945732
37.1833,338,979.501604
39.997555,330,979.648963
34.572357,353,980.127849
40.27513,331,980.324557
37.436543,330,980.879819
35.25699,341,981.061853
40.243954,357,981.626615
38.653248,360,981.827653
40.727985,358,982.364756
40.059036,365,982.575779
38.258358,377,983.190452
39.482494,358,983.308267
36.666775,364,983.87804
39.23841,355,984.059456
36.89196,339,984.725567
33.973106,373,984.742318
39.25387,330,985.448502
29.74789,339,986.146848
36.009422,340,986.164042
-40.817593,600,986.377403
36.53638,360,986.953452
38.01643,368,987.681364
36.03077,368,987.698463
33.52673,352,987.852467
40.717705,321,988.286118
40.54408,343,989.119197
38.604187,364,989.218298
38.643414,348,989.299941
40.123295,388,989.900668
39.060097,344,990.552898
36.187943,347,990.668667
38.435074,386,990.931381
35.914165,345,991.344241
40.173225,330,991.937909
40.049053,348,992.152627
38.81798,348,992.406547
34.739204,354,992.853601
32.6473,357,993.415018
42.805412,364,993.634413
39.68977,349,993.809072
39.102276,339,994.211546
40.110985,357,995.115442
40.82607,337,995.211206
30.171616,457,995.30558
36.253113,336,995.599121
38.588203,328,996.542763
33.669918,327,996.724725
39.11404,324,997.095239
-9.899285,600,997.883329
40.137222,350,998.127755
37.545235,348,998.287039
34.313416,360,998.642254
34.93297,322,999.268276
34.949852,346,999.571373
34.701687,347,999.757922
37.07729,349,1000.129114
29.140724,339,1001.015345
30.95401,355,1001.268979
33.591145,327,1001.497452
13.459684,600,1001.774506
35.794548,344,1002.445746
41.172276,342,1002.690962
36.029182,335,1002.911585
35.550262,349,1003.968951
38.50102,346,1004.212101
18.69669,600,1004.382724
35.988934,339,1004.416215
33.839294,345,1005.514804
38.161964,331,1005.726028
41.923115,339,1005.985161
35.04813,351,1005.990021
40.941853,346,1007.106939
37.12272,332,1007.222082
39.63446,343,1007.464509
40.013622,362,1007.569014
39.307766,330,1008.460266
39.665184,332,1008.595536
29.50919,332,1008.847122
39.09705,314,1008.86349
34.555527,342,1009.906514
39.173637,332,1009.989872
38.200726,356,1010.336148
38.307663,361,1010.383444
41.80482,320,1011.344373
36.10115,340,1011.345726
38.871105,335,1011.791761
38.955627,348,1011.808063
37.384365,336,1012.729613
35.951954,349,1012.781879
28.23302,308,1013.068491
35.32885,319,1013.13455
41.106728,350,1015.448697
39.50652,367,1015.487134
38.70352,317,1015.693026
41.56078,373,1015.883751
30.221024,320,1016.786073
22.723774,339,1016.894175
37.99791,321,1017.027293
35.49803,330,1017.227003
37.696243,315,1018.203184
38.750477,347,1018.238587
39.19041,335,1018.403875
37.793148,334,1019.610472
39.81161,343,1019.676997
-8.860868,600,1019.728712
41.41463,342,1019.843811
36.36851,328,1021.026708
39.46061,351,1021.044481
35.20905,329,1021.080063
36.22082,322,1021.162016
33.9326,339,1022.445199
37.568306,324,1022.494869
35.557705,348,1022.513079
28.129604,600,1023.507917
34.27525,323,1023.869158
33.885628,320,1023.869977
34.383186,355,1023.976131
30.590118,321,1024.881524
36.000557,344,1025.314685
34.88476,346,1025.32917
35.941895,342,1025.382054
39.084007,332,1026.270234
37.16338,336,1026.713542
39.947952,323,1026.729234
29.60561,342,1026.7477
32.990623,326,1027.636835
33.17699,329,1028.079273
34.386036,339,1028.132076
34.947464,346,1028.19633
36.504692,338,1029.052588
30.09954,336,1029.500339
22.999496,344,1029.590178
37.701958,336,1029.608122
38.534874,336,1030.441603
38.882862,329,1030.875004
32.210888,318,1030.908852
36.79905,346,1031.044495
42.01377,344,1031.884914
38.83165,338,1032.352974
27.027134,316,1032.386054
38.459267,371,1032.453481
37.965206,332,1033.29149
39.909416,317,1033.709036
39.152355,334,1033.74446
39.13895,313,1033.782904
41.702873,320,1034.685916
33.85213,320,1035.152694
37.652527,336,1035.185567
36.09756,335,1035.234895
29.217583,343,1036.114072
39.852985,318,1036.467803
32.264557,320,1036.501608
39.143494,338,1036.616745
37.179443,303,1037.731184
22.304577,332,1037.99733
38.98341,385,1038.1119
6.851069,600,1038.615446
39.706684,334,1039.122695
40.76003,337,1039.406977
39.9906,357,1039.602351
35.310066,345,1040.052085
21.196106,339,1040.528428
29.558414,322,1040.739528
41.083927,309,1040.871268
30.541454,330,1041.415587
39.683537,348,1041.95728
40.470543,308,1042.006077
37.66993,311,1042.153307
36.873543,339,1042.804532
38.59873,328,1043.392285
39.63468,324,1043.534522
33.819233,312,1044.13164
-18.22532,600,1044.48005
39.249195,337,1044.791456
42.292217,335,1044.920661
38.594364,354,1045.597798
40.090466,341,1045.879039
39.87605,313,1046.079458
38.464176,324,1046.268741
37.180202,369,1047.199455
36.219822,346,1047.413947
39.761517,334,1047.55598
37.717808,333,1047.725137
38.16768,334,1048.624079
41.877144,352,1048.897002
37.679604,355,1049.066515
38.641277,338,1049.150772
37.86477,381,1050.230224
39.618195,326,1050.267345
38.4143,333,1050.474685
35.40253,363,1050.691818
28.953674,304,1051.51008
37.08033,344,1051.712152
39.504414,335,1051.87595
33.749756,343,1052.125598
33.737522,364,1053.245407
40.359344,353,1053.365386
33.373634,372,1053.726429
13.425892,600,1054.051975
35.691807,350,1054.755328
36.84602,353,1054.874496
37.053566,349,1055.186351
34.913074,335,1055.467969
36.482235,349,1056.198838
35.82871,355,1056.351889
39.64674,382,1058.023772
41.773254,346,1058.144689
37.051647,345,1059.124888
38.938515,324,1059.507951
40.844994,368,1059.825188
20.544483,600,1060.097377
38.943115,348,1060.653237
33.54151,343,1061.000173
37.61246,332,1061.270981
36.711372,319,1061.560261
40.7961,322,1062.146244
36.94776,325,1062.771649
30.707115,343,1063.065603
39.13425,353,1063.660688
47.783806,600,1063.662093
38.918293,343,1064.235246
40.75122,344,1064.577579
37.63103,324,1065.160927
39.650616,349,1065.309863
38.405167,349,1065.879961
35.85802,318,1066.055707
42.116367,321,1066.623439
25.276417,337,1066.829417
38.484325,333,1067.464961
38.409344,330,1067.624552
41.63321,322,1068.338166
35.569435,346,1069.087931
37.262768,325,1069.166085
-10.607475,600,1069.485636
35.507717,339,1069.941499
38.681812,311,1070.58703
44.702118,335,1070.637161
39.5243,338,1071.00111
39.62812,337,1071.458139
32.14753,324,1072.051775
42.65587,333,1072.48598
41.421604,339,1072.995093
20.80645,600,1073.269891
37.867313,321,1073.514
38.243793,334,1074.007395
39.574085,327,1074.494119
40.159866,342,1074.827882
39.186974,321,1074.962104
40.616837,387,1075.741002
38.769012,349,1076.012252
38.546467,342,1076.307812
40.069054,353,1076.546454
39.537235,349,1077.702425
38.348488,350,1078.0333
35.696434,313,1078.075007
19.392925,600,1078.638235
41.162033,355,1079.3479
37.881893,309,1079.458471
40.277985,315,1079.530012
29.339764,320,1080.086703
37.781006,347,1080.916788
43.16642,330,1080.955026
41.19787,373,1081.208398
39.52485,327,1081.495445
40.846233,328,1082.914223
-2.6778276,600,1083.576504
23.047153,600,1083.611331
0.075794846,600,1083.856383
40.30546,323,1084.35372
40.383167,344,1085.026464
36.032906,346,1085.059409
42.479084,331,1085.233666
39.967762,354,1085.867974
38.295986,342,1086.513362
39.49754,359,1086.635374
37.917877,338,1086.722568
35.84295,352,1087.412559
43.267857,334,1087.997324
34.263603,359,1088.256866
41.334347,343,1088.274657
36.105377,307,1088.886071
38.22226,326,1089.503919
33.790768,335,1089.756028
39.287434,340,1089.80525
42.462166,340,1090.342495
43.359283,299,1090.787847
38.95985,343,1091.219759
39.36318,362,1091.335607
35.8215,337,1091.738714
40.28221,333,1092.178786
38.583138,341,1092.639501
43.24459,344,1092.767499
39.902958,340,1093.163482
43.009262,321,1093.520572
34.025753,324,1094.022039
40.407158,323,1094.152729
32.674824,344,1094.617618
41.167923,351,1095.001452
34.88601,344,1095.446409
28.71735,331,1095.526814
37.80548,321,1095.94303
40.87046,334,1096.39774
41.718372,344,1096.998521
37.714775,333,1097.032218
42.235218,334,1097.481624
43.99562,352,1098.006805
38.224014,308,1098.358726
39.30542,353,1098.539445
37.974808,326,1098.886696
36.241734,332,1099.473177
37.09694,328,1099.804866
38.063225,317,1099.914089
41.294174,323,1100.265723
41.42309,318,1100.824771
40.956,333,1101.273915
33.347878,360,1101.533405
37.25863,329,1102.327745
